Date,Rain,Temp Max,Temp Min,Year,Month,TempRange,Rain_3day,Rain_7day
1951-01-01,0.728981644,29.01000023,20.25,1951,1,8.76000023,0.728981644,0.728981644
1951-02-01,0.0,28.5,19.96999931,1951,2,8.530000690000001,0.728981644,0.728981644
1951-03-01,1.845809996,28.67000008,18.68000031,1951,3,9.98999977,2.57479164,2.57479164
1951-04-01,54.68168658,28.55999947,18.75,1951,4,9.809999470000001,56.527496576,57.25647822
1951-05-01,19.38981891,28.62000084,18.35000038,1951,5,10.270000459999999,75.91731548599999,76.64629713
1951-06-01,39.6078926,28.21999931,17.01000023,1951,6,11.20999908,113.67939808999999,116.25418973
1951-07-01,66.70096111,28.22999954,17.47999954,1951,7,10.75,125.69867262,182.95515084
1951-08-01,182.9711666,28.01000023,20.52000046,1951,8,7.489999770000001,289.28002031,365.197335796
1951-09-01,70.53207256,27.88999939,19.09000015,1951,9,8.799999239999998,320.20420027,435.729408356
1951-10-01,41.11142734,29.11000061,18.68000031,1951,10,10.4300003,294.6146665,474.9950257
1951-11-01,262.5883129,28.62999916,18.70000076,1951,11,9.929998399999999,374.2318128,682.90165202
1951-12-01,2.799988627,28.78000069,18.15999985,1951,12,10.620000840000003,306.499728867,666.311821737
1951-01-13,0.728981644,29.40999985,19.39999962,1951,1,10.01000023,266.117283171,627.432910781
1951-01-14,0.728981644,28.70999908,20.05999947,1951,1,8.649999609999998,4.257951915,561.4609313149999
1951-01-15,0.728981644,29.04999924,20.82999992,1951,1,8.21999932,2.186944932,379.218746359
1951-01-16,0.728981644,28.98999977,22.31999969,1951,1,6.670000080000001,2.186944932,309.415655443
1951-01-17,0.728981644,30.20000076,22.07999992,1951,1,8.120000840000003,2.186944932,269.033209747
1951-01-18,0.728981644,29.76000023,21.11000061,1951,1,8.64999962,2.186944932,7.173878491
1951-01-19,0.728981644,29.44000053,21.11000061,1951,1,8.329999919999999,2.186944932,5.102871508
1951-01-20,0.728981644,30.23999977,21.44000053,1951,1,8.799999240000002,2.186944932,5.102871508
1951-01-21,0.728981644,30.76000023,21.28000069,1951,1,9.479999539999998,2.186944932,5.102871508
1951-01-22,0.728981644,30.01000023,20.09000015,1951,1,9.920000079999998,2.186944932,5.102871508
1951-01-23,0.728981644,29.78000069,20.90999985,1951,1,8.870000840000003,2.186944932,5.102871508
1951-01-24,0.728981644,28.69000053,21.01000023,1951,1,7.6800003,2.186944932,5.102871508
1951-01-25,0.728981644,29.86000061,20.27000046,1951,1,9.590000150000002,2.186944932,5.102871508
1951-01-26,0.728981644,29.93000031,19.55999947,1951,1,10.37000084,2.186944932,5.102871508
1951-01-27,0.728981644,29.70000076,17.36000061,1951,1,12.340000150000002,2.186944932,5.102871508
1951-01-28,0.728981644,29.62000084,17.06999969,1951,1,12.55000115,2.186944932,5.102871508
1951-01-29,0.728981644,29.84000015,17.73999977,1951,1,12.10000038,2.186944932,5.102871508
1951-01-30,0.728981644,29.45000076,17.97999954,1951,1,11.47000122,2.186944932,5.102871508
1951-01-31,0.728981644,29.38999939,18.06999969,1951,1,11.3199997,2.186944932,5.102871508
1951-01-02,0.728981644,29.45000076,18.05999947,1951,1,11.39000129,2.186944932,5.102871508
1951-02-02,0.0,29.59000015,18.48999977,1951,2,11.10000038,1.457963288,4.373889864
1951-03-02,1.845809996,30.14999962,19.27000046,1951,3,10.87999916,2.57479164,5.490718216
1951-04-02,54.68168658,30.34000015,20.12999916,1951,4,10.210000990000001,56.527496576,59.443423151999994
1951-05-02,19.38981891,30.05999947,19.31999969,1951,5,10.739999780000002,75.91731548599999,78.104260418
1951-06-02,39.6078926,30.38999939,19.20000076,1951,6,11.189998629999998,113.67939808999999,116.983171374
1951-07-02,66.70096111,30.19000053,19.12000084,1951,7,11.06999969,125.69867262,182.95515084
1951-08-02,182.9711666,29.92000008,19.77000046,1951,8,10.149999620000003,289.28002031,365.197335796
1951-09-02,70.53207256,30.14999962,20.19000053,1951,9,9.95999909,320.20420027,435.729408356
1951-10-02,41.11142734,30.17000008,20.15999985,1951,10,10.010000230000003,294.6146665,474.9950257
1951-11-02,262.5883129,30.98999977,19.89999962,1951,11,11.090000150000002,374.2318128,682.90165202
1951-12-02,2.799988627,31.05999947,19.94000053,1951,12,11.119998940000002,306.499728867,666.311821737
1951-02-13,0.0,31.69000053,18.96999931,1951,2,12.72000122,265.388301527,626.7039291369999
1951-02-14,0.0,32.02999878,18.51000023,1951,2,13.51999855,2.799988627,560.002968027
1951-02-15,0.0,32.00999832,18.26000023,1951,2,13.749998090000002,0.0,377.031801427
1951-02-16,0.0,32.38000107,19.39999962,1951,2,12.98000145,0.0,306.499728867
1951-02-17,0.0,31.59000015,20.04999924,1951,2,11.540000910000003,0.0,265.388301527
1951-02-18,0.0,31.06999969,18.37000084,1951,2,12.69999885,0.0,2.799988627
1951-02-19,0.0,31.68000031,18.42000008,1951,2,13.26000023,0.0,0.0
1951-02-20,0.0,32.54999924,18.60000038,1951,2,13.949998859999997,0.0,0.0
1951-02-21,0.0,32.20999908,19.76000023,1951,2,12.449998850000004,0.0,0.0
1951-02-22,0.0,31.72999954,17.79000092,1951,2,13.93999862,0.0,0.0
1951-02-23,0.0,31.73999977,17.46999931,1951,2,14.270000460000002,0.0,0.0
1951-02-24,0.0,32.25,18.38999939,1951,2,13.86000061,0.0,0.0
1951-02-25,0.0,32.31000137,18.30999947,1951,2,14.0000019,0.0,0.0
1951-02-26,0.0,33.0,19.22999954,1951,2,13.770000459999999,0.0,0.0
1951-02-27,0.0,33.20000076,18.37999916,1951,2,14.820001600000001,0.0,0.0
1951-02-28,0.0,33.45999908,18.89999962,1951,2,14.559999460000004,0.0,0.0
1951-01-03,0.728981644,34.20999908,19.36000061,1951,1,14.849998470000003,0.728981644,0.728981644
1951-02-03,0.0,34.47000122,19.37999916,1951,2,15.09000206,0.728981644,0.728981644
1951-03-03,1.845809996,32.81000137,19.89999962,1951,3,12.910001750000003,2.57479164,2.57479164
1951-04-03,54.68168658,31.69000053,20.04000092,1951,4,11.649999609999998,56.527496576,57.25647822
1951-05-03,19.38981891,34.04000092,20.55999947,1951,5,13.480001449999996,75.91731548599999,76.64629713
1951-06-03,39.6078926,33.31000137,19.63999939,1951,6,13.670001980000002,113.67939808999999,116.25418973
1951-07-03,66.70096111,33.84999847,20.20999908,1951,7,13.639999390000003,125.69867262,182.95515084
1951-08-03,182.9711666,32.56000137,20.29000092,1951,8,12.270000450000001,289.28002031,365.197335796
1951-09-03,70.53207256,33.52999878,20.19000053,1951,9,13.33999825,320.20420027,435.729408356
1951-10-03,41.11142734,33.68000031,20.97999954,1951,10,12.700000769999995,294.6146665,474.9950257
1951-11-03,262.5883129,33.72000122,20.12999916,1951,11,13.59000206,374.2318128,682.90165202
1951-12-03,2.799988627,34.95000076,20.20999908,1951,12,14.740001680000002,306.499728867,666.311821737
1951-03-13,1.845809996,34.56999969,20.81999969,1951,3,13.750000000000004,267.234111523,628.549739133
1951-03-14,1.845809996,34.38999939,21.39999962,1951,3,12.98999977,6.491608619,563.6945880190001
1951-03-15,1.845809996,34.13000107,22.02000046,1951,3,12.11000061,5.537429988,382.569231415
1951-03-16,1.845809996,33.29000092,20.64999962,1951,3,12.640001299999998,5.537429988,313.882968851
1951-03-17,1.845809996,33.90000153,21.95999908,1951,3,11.940002449999998,5.537429988,274.617351507
1951-03-18,1.845809996,34.29000092,23.25,1951,3,11.040000919999997,5.537429988,13.874848603
1951-03-19,1.845809996,35.02000046,23.14999962,1951,3,11.87000084,5.537429988,12.920669972
1951-03-20,1.845809996,35.84999847,24.47999954,1951,3,11.369998930000001,5.537429988,12.920669972
1951-03-21,1.845809996,36.38999939,24.86000061,1951,3,11.52999878,5.537429988,12.920669972
1951-03-22,1.845809996,37.47000122,25.15999985,1951,3,12.310001370000002,5.537429988,12.920669972
1951-03-23,1.845809996,37.79000092,25.96999931,1951,3,11.820001609999998,5.537429988,12.920669972
1951-03-24,1.845809996,36.74000168,25.96999931,1951,3,10.77000237,5.537429988,12.920669972
1951-03-25,1.845809996,35.54000092,23.93000031,1951,3,11.610000609999997,5.537429988,12.920669972
1951-03-26,1.845809996,34.0,24.94000053,1951,3,9.059999470000001,5.537429988,12.920669972
1951-03-27,1.845809996,33.83000183,24.61000061,1951,3,9.22000122,5.537429988,12.920669972
1951-03-28,1.845809996,33.15000153,24.02000046,1951,3,9.130001069999999,5.537429988,12.920669972
1951-03-29,1.845809996,33.40000153,24.62999916,1951,3,8.770002369999997,5.537429988,12.920669972
1951-03-30,1.845809996,34.31999969,25.97999954,1951,3,8.340000150000002,5.537429988,12.920669972
1951-03-31,1.845809996,33.58000183,23.88999939,1951,3,9.69000244,5.537429988,12.920669972
1951-01-04,0.728981644,33.45999908,24.96999931,1951,1,8.489999770000004,4.420601636000001,11.80384162
1951-02-04,0.0,33.20999908,25.25,1951,2,7.959999080000003,2.57479164,9.958031624
1951-03-04,1.845809996,33.66999817,25.55999947,1951,3,8.109998699999998,2.57479164,9.958031624
1951-04-04,54.68168658,33.13000107,25.5,1951,4,7.630001069999999,56.527496576,62.793908208
1951-05-04,19.38981891,34.24000168,25.70000076,1951,5,8.540000919999997,75.91731548599999,80.337917122
1951-06-04,39.6078926,34.70000076,25.87000084,1951,6,8.829999920000002,113.67939808999999,118.099999726
1951-07-04,66.70096111,33.84999847,25.03000069,1951,7,8.819997780000001,125.69867262,182.95515084
1951-08-04,182.9711666,35.04999924,24.48999977,1951,8,10.559999469999998,289.28002031,365.19733579599995
1951-09-04,70.53207256,34.15999985,24.05999947,1951,9,10.100000379999997,320.20420027,435.72940835599996
1951-10-04,41.11142734,34.95999908,25.38999939,1951,10,9.569999690000003,294.6146665,474.9950257
1951-11-04,262.5883129,34.97000122,25.97999954,1951,11,8.990001679999999,374.2318128,682.90165202
1951-12-04,2.799988627,31.34000015,23.75,1951,12,7.590000150000002,306.499728867,666.311821737
1951-04-13,54.68168658,32.91999817,24.39999962,1951,4,8.51999855,320.069988107,681.385615717
